amino acid entity,A polypeptide is a molecular entity characterized by availability in protein databases of amino-acid-based sequence representations of its precise primary structure; for convenience of representation  partial sequences of various kinds are included  even if they do not represent a physical molecule.
polypeptide,A polypeptide is a molecular entity characterized by availability in protein databases of amino-acid-based sequence representations of its precise primary structure; for convenience of representation  partial sequences of various kinds are included  even if they do not represent a physical molecule.
protein,A gene product that is composed of a chain of amino acid sequences and is produced by ribosome-mediated translation of mRNA
proteoform,Represents a protein that is a specific isoform of the canonical or reference protein. See https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4114032/
protein isoform,Represents a protein that is a specific isoform of the canonical or reference protein. See https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4114032/
protein domain,A conserved part of protein sequence and (tertiary) structure that can evolve  function  and exist independently of the rest of the protein chain. Protein domains maintain their structure and function independently of the proteins in which they are found. e.g. an SH3 domain.
posttranslational modification,A chemical modification of a polypeptide or protein that occurs after translation.  e.g. polypeptide cleavage to form separate proteins  methylation or acetylation of histone tail amino acids   protein ubiquitination.
protein family, 
consensus sequence,A linear nucleotide sequence pattern that is widespread and has  or is conjectured to have  a biological significance. e.g. the TATA box promoter motif  transcription factor binding consensus sequences.
nucleic acid sequence motif,A linear nucleotide sequence pattern that is widespread and has  or is conjectured to have  a biological significance. e.g. the TATA box promoter motif  transcription factor binding consensus sequences.
RNA product, 
RNA product isoform,Represents a protein that is a specific isoform of the canonical or reference RNA
noncoding RNA product, 
microRNA, 
small interfering RNA,A small RNA molecule that is the product of a longer exogenous or endogenous dsRNA  which is either a bimolecular duplex or very long hairpin  processed (via the Dicer pathway) such that numerous siRNAs accumulate from both strands of the dsRNA. SRNAs trigger the cleavage of their target molecules.
RNAi,A small RNA molecule that is the product of a longer exogenous or endogenous dsRNA  which is either a bimolecular duplex or very long hairpin  processed (via the Dicer pathway) such that numerous siRNAs accumulate from both strands of the dsRNA. SRNAs trigger the cleavage of their target molecules.
siRNA,A small RNA molecule that is the product of a longer exogenous or endogenous dsRNA  which is either a bimolecular duplex or very long hairpin  processed (via the Dicer pathway) such that numerous siRNAs accumulate from both strands of the dsRNA. SRNAs trigger the cleavage of their target molecules.
gene grouping mixin,any grouping of multiple genes or gene products
orthogroup,any grouping of multiple genes or gene products related by common descent
protein family,any grouping of multiple genes or gene products related by common descent
gene family,any grouping of multiple genes or gene products related by common descent
zygosity, 
genotype,An information content entity that describes a genome by specifying the total variation in genomic sequence and/or gene expression  relative to some established background
haplotype,A set of zero or more Alleles on a single instance of a Sequence[VMC]
allele,A sequence_variant is a non exact copy of a sequence_feature or genome exhibiting one or more sequence_alteration.
sequence variant,A sequence_variant is a non exact copy of a sequence_feature or genome exhibiting one or more sequence_alteration.
single nucleotide variant,SNVs are single nucleotide positions in genomic DNA at which different sequence alternatives exist
single nucleotide polymorphism,SNVs are single nucleotide positions in genomic DNA at which different sequence alternatives exist
snp,SNVs are single nucleotide positions in genomic DNA at which different sequence alternatives exist
snv,SNVs are single nucleotide positions in genomic DNA at which different sequence alternatives exist
sequence targeting reagent,A gene altered in its expression level in the context of some experiment as a result of being targeted by gene-knockdown reagent(s) such as a morpholino or RNAi.
reagent targeted gene,A gene altered in its expression level in the context of some experiment as a result of being targeted by gene-knockdown reagent(s) such as a morpholino or RNAi.
clinical attribute,Attributes relating to a clinical manifestation
clinical measurement,A clinical measurement is a special kind of attribute which results from a laboratory observation from a subject individual or sample. Measurements can be connected to their subject by the 'has attribute' slot.
clinical modifier,Used to characterize and specify the phenotypic abnormalities defined in the phenotypic abnormality sub-ontology  with respect to severity  laterality  and other aspects
clinical course,The course a disease typically takes from its onset  progression in time  and eventual resolution or death of the affected individual
onset,The age group in which (disease) symptom manifestations appear
clinical entity,Any entity or process that exists in the clinical domain and outside the biological realm. Diseases are placed under biological entities
clinical trial, 
clinical intervention, 
clinical finding,this category is currently considered broad enough to tag clinical lab measurements and other biological attributes taken as 'clinical traits' with some statistical score  for example  a p value in genetic associations.
hospitalization, 
socioeconomic attribute,Attributes relating to a socioeconomic manifestation
patient,An individual (human) organism that has a patient role in some clinical context.
proband,An individual (human) organism that has a patient role in some clinical context.
case,An individual (human) organism that has a patient role in some clinical context.
cohort,A group of people banded together or treated as a group who share common characteristics. A cohort 'study' is a particular form of longitudinal study that samples a cohort  performing a cross-section at intervals through time.
exposure,A (possibly time bounded) incidence of a feature of the environment of an organism that influences one or more phenotypic features of that organism  potentially mediated by genes
experimental condition,A (possibly time bounded) incidence of a feature of the environment of an organism that influences one or more phenotypic features of that organism  potentially mediated by genes
exposure event,A (possibly time bounded) incidence of a feature of the environment of an organism that influences one or more phenotypic features of that organism  potentially mediated by genes
genomic background exposure,A genomic background exposure is where an individual's specific genomic background of genes  sequence variants or other pre-existing genomic conditions constitute a kind of 'exposure' to the organism  leading to or influencing an outcome.
pathological entity mixin,A pathological (abnormal) structure or process.
pathological process,A biologic function or a process having an abnormal or deleterious effect at the subcellular  cellular  multicellular  or organismal level.
pathological process exposure,A pathological process  when viewed as an exposure  representing a precondition  leading to or influencing an outcome  e.g. autoimmunity leading to disease.
pathological anatomical structure,An anatomical structure with the potential of have an abnormal or deleterious effect at the subcellular  cellular  multicellular  or organismal level.
pathological anatomical exposure,An abnormal anatomical structure  when viewed as an exposure  representing an precondition  leading to or influencing an outcome  e.g. thrombosis leading to an ischemic disease outcome.
disease or phenotypic feature exposure,A disease or phenotypic feature state  when viewed as an exposure  represents an precondition  leading to or influencing an outcome  e.g. HIV predisposing an individual to infections; a relative deficiency of skin pigmentation predisposing an individual to skin cancer.
chemical exposure,A chemical exposure is an intake of a particular chemical entity.
complex chemical exposure,A complex chemical exposure is an intake of a chemical mixture (e.g. gasoline)  other than a drug.
drug intake,A drug exposure is an intake of a particular drug.
drug dose,A drug exposure is an intake of a particular drug.
medication intake,A drug exposure is an intake of a particular drug.
drug exposure,A drug exposure is an intake of a particular drug.
drug to gene interaction exposure,drug to gene interaction exposure is a drug exposure is where the interactions of the drug with specific genes are known to constitute an 'exposure' to the organism  leading to or influencing an outcome.
medical action,A treatment is targeted at a disease or phenotype and may involve multiple drug 'exposures'  medical devices and/or procedures
medical intervention,A treatment is targeted at a disease or phenotype and may involve multiple drug 'exposures'  medical devices and/or procedures
treatment,A treatment is targeted at a disease or phenotype and may involve multiple drug 'exposures'  medical devices and/or procedures
viral exposure,An external biotic exposure is an intake of (sometimes pathological) biological organisms (including viruses).
bacterial exposure,An external biotic exposure is an intake of (sometimes pathological) biological organisms (including viruses).
biotic exposure,An external biotic exposure is an intake of (sometimes pathological) biological organisms (including viruses).
geographic exposure,A geographic exposure is a factor relating to geographic proximity to some impactful entity.
environmental exposure,A environmental exposure is a factor relating to abiotic processes in the environment including sunlight (UV-B)  atmospheric (heat  cold  general pollution) and water-born contaminants.
behavioral exposure,A behavioral exposure is a factor relating to behavior impacting an individual.
socioeconomic exposure,A socioeconomic exposure is a factor relating to social and financial status of an affected individual (e.g. poverty).
outcome,An entity that has the role of being the consequence of an exposure event. This is an abstract mixin grouping of various categories of possible biological or non-biological (e.g. clinical) outcomes.
pathological process outcome,An outcome resulting from an exposure event which is the manifestation of a pathological process.
pathological anatomical outcome,An outcome resulting from an exposure event which is the manifestation of an abnormal anatomical structure.
disease or phenotypic feature outcome,Physiological outcomes resulting from an exposure event which is the manifestation of a disease or other characteristic phenotype.
behavioral outcome,An outcome resulting from an exposure event which is the manifestation of human behavior.
hospitalization outcome,An outcome resulting from an exposure event which is the increased manifestation of acute (e.g. emergency room visit) or chronic (inpatient) hospitalization.
mortality outcome,An outcome of death from resulting from an exposure event.
epidemiological outcome,An epidemiological outcome  such as societal disease burden  resulting from an exposure event.
socioeconomic outcome,An general social or economic outcome  such as healthcare costs  utilization  etc.  resulting from an exposure event
association,A typed association between two entities  supported by evidence
chemical entity assesses named thing association, 
contributor association,Any association between an entity (such as a publication) and various agents that contribute to its realisation
genotype to genotype part association,Any association between one genotype and a genotypic entity that is a sub-component of it
genotype to gene association,Any association between a genotype and a gene. The genotype have have multiple variants in that gene or a single one. There is no assumption of cardinality
genotype to variant association,Any association between a genotype and a sequence variant.
molecular or genetic interaction,abstract parent class for different kinds of gene-gene or gene product to gene product relationships. Includes homology and interaction.
gene to gene association,abstract parent class for different kinds of gene-gene or gene product to gene product relationships. Includes homology and interaction.
gene to gene homology association,A homology association between two genes. May be orthology (in which case the species of subject and object should differ) or paralogy (in which case the species may be the same)
gene to gene family association,Set membership of a gene in a family of genes related by common evolutionary ancestry usually inferred by sequence comparisons. The genes in a given family generally share common sequence motifs which generally map onto shared gene product structure-function relationships.
gene expression mixin,Observed gene expression intensity  context (site  stage) and associated phenotypic status within which the expression occurs.
gene to gene coexpression association,Indicates that two genes are co-expressed  generally under the same conditions.
pairwise gene to gene interaction,An interaction between two genes or two gene products. May be physical (e.g. protein binding) or genetic (between genes). May be symmetric (e.g. protein interaction) or directed (e.g. phosphorylation)
pairwise molecular interaction,An interaction at the molecular level between two physical entities
cell line to entity association mixin,An relationship between a cell line and another entity
cell line to disease or phenotypic feature association,An relationship between a cell line and a disease or a phenotype  where the cell line is derived from an individual with that disease or phenotype.
chemical entity to entity association mixin,An interaction between a chemical entity and another entity
drug to entity association mixin,An interaction between a drug and another entity
chemical to entity association mixin,An interaction between a chemical entity and another entity
case to entity association mixin,An abstract association for use where the case is the subject
chemical to chemical association,A relationship between two chemical entities. This can encompass actual interactions as well as temporal causal edges  e.g. one chemical converted to another.
reaction to participant association, 
reaction to catalyst association, 
chemical to chemical derivation association,A causal relationship between two chemical entities  where the subject represents the upstream entity and the object represents the downstream. For any such association there is an implicit reaction:   IF   R has-input C1 AND   R has-output C2 AND   R enabled-by P AND   R type Reaction   THEN   C1 derives-into C2 <<catalyst qualifier P>>
chemical to disease or phenotypic feature association,An interaction between a chemical entity and a phenotype or disease  where the presence of the chemical gives rise to or exacerbates the phenotype.
chemical or drug or treatment to disease or phenotypic feature association,This association defines a relationship between a chemical or treatment (or procedure) and a disease or phenotypic feature where the disesae or phenotypic feature is a secondary undesirable effect.
chemical or drug or treatment side effect disease or phenotypic feature association,This association defines a relationship between a chemical or treatment (or procedure) and a disease or phenotypic feature where the disesae or phenotypic feature is a secondary  typically (but not always) undesirable effect.
gene to pathway association,An interaction between a gene or gene product and a biological process or pathway.
molecular activity to pathway association,Association that holds the relationship between a reaction and the pathway it participates in.
chemical to pathway association,An interaction between a chemical entity and a biological process or pathway.
named thing associated with likelihood of named thing association,
chemical gene interaction association,describes a physical interaction between a chemical entity and a gene or gene product. Any biological or chemical effect resulting from such an interaction are out of scope  and covered by the ChemicalAffectsGeneAssociation type (e.g. impact of a chemical on the abundance  activity  structure  etc  of either participant in the interaction)
chemical affects gene association,Describes an effect that a chemical has on a gene or gene product (e.g. an impact of on its abundance  activity  localization  processing  expression  etc.)
drug to gene association,An interaction between a drug and a gene or gene product.
material sample to entity association mixin,An association between a material sample and something.
material sample derivation association,An association between a material sample and the material entity from which it is derived.
material sample to disease or phenotypic feature association,An association between a material sample and a disease or phenotype.
disease to entity association mixin, 
entity to exposure event association mixin,An association between some entity and an exposure event.
disease to exposure event association,An association between an exposure event and a disease.
entity to outcome association mixin,An association between some entity and an outcome
exposure event to outcome association,An association between an exposure event and an outcome.
frequency qualifier mixin,Qualifier for frequency type associations
entity to feature or disease qualifiers mixin,Qualifiers for entity to disease or phenotype associations.
entity to phenotypic feature association mixin, 
information content entity to named thing association,association between a named thing and a information content entity where the specific context of the relationship between that named thing and the publication is unknown. For example  model organisms databases often capture the knowledge that a gene is found in a journal article  but not specifically the context in which that gene was documented in the article. In these cases  this association with the accompanying predicate 'mentions' could be used. Conversely  for more specific associations (like 'gene to disease association'  the publication should be captured as an edge property).
entity to disease association mixin,mixin class for any association whose object (target node) is a disease
disease or phenotypic feature to entity association mixin, 
disease or phenotypic feature to location association,An association between either a disease or a phenotypic feature and an anatomical entity  where the disease/feature manifests in that site.
disease or phenotypic feature to genetic inheritance association,An association between either a disease or a phenotypic feature and its mode of (genetic) inheritance.
entity to disease or phenotypic feature association mixin, 
genotype to entity association mixin, 
genotype to phenotypic feature association,Any association between one genotype and a phenotypic feature  where having the genotype confers the phenotype  either in isolation or through environment
exposure event to phenotypic feature association,Any association between an environment and a phenotypic feature  where being in the environment influences the phenotype.
disease to phenotypic feature association,An association between a disease and a phenotypic feature in which the phenotypic feature is associated with the disease in some way.
case to phenotypic feature association,An association between a case (e.g. individual patient) and a phenotypic feature in which the individual has or has had the phenotype.
behavior to behavioral feature association,An association between an mixture behavior and a behavioral feature manifested by the individual exhibited or has exhibited the behavior.
gene to entity association mixin, 
variant to entity association mixin, 
gene to disease or phenotypic feature association, 
gene to phenotypic feature association, 
gene to disease association, 
causal gene to disease association, 
correlated gene to disease association, 
druggable gene to disease association, 
variant to gene association,An association between a variant and a gene  where the variant has a genetic association with the gene (i.e. is in linkage disequilibrium)
variant to gene expression association,An association between a variant and expression of a gene (i.e. e-QTL)
variant to population association,An association between a variant and a population  where the variant has particular frequency in the population
population to population association,An association between a two populations
variant to phenotypic feature association, 
variant to disease association, 
genotype to disease association, 
model to disease association mixin,This mixin is used for any association class for which the subject (source node) plays the role of a 'model'  in that it recapitulates some features of the disease in a way that is useful for studying the disease outside a patient carrying the disease
gene as a model of disease association, 
variant as a model of disease association, 
genotype as a model of disease association, 
cell line as a model of disease association, 
organismal entity as a model of disease association, 
organism to organism association, 
taxon to taxon association, 
gene has variant that contributes to disease association, 
gene to expression site association,An association between a gene and a gene expression site  possibly qualified by stage/timing info.
sequence variant modulates treatment association,An association between a sequence variant and a treatment or health intervention. The treatment object itself encompasses both the disease and the drug used.
functional association,An association between a macromolecular machine mixin (gene  gene product or complex of gene products) and either a molecular activity  a biological process or a cellular location in which a function is executed.
macromolecular machine to entity association mixin,an association which has a macromolecular machine mixin as a subject
macromolecular machine to molecular activity association,A functional association between a macromolecular machine (gene  gene product or complex) and a molecular activity (as represented in the GO molecular function branch)  where the entity carries out the activity  or contributes to its execution.
macromolecular machine to biological process association,A functional association between a macromolecular machine (gene  gene product or complex) and a biological process or pathway (as represented in the GO biological process branch)  where the entity carries out some part of the process  regulates it  or acts upstream of it.
macromolecular machine to cellular component association,A functional association between a macromolecular machine (gene  gene product or complex) and a cellular component (as represented in the GO cellular component branch)  where the entity carries out its function in the cellular component.
molecular activity to chemical entity association,Added in response to capturing relationship between microbiome activities as measured via measurements of blood analytes as collected via blood and stool samples
molecular activity to molecular activity association,Added in response to capturing relationship between microbiome activities as measured via measurements of blood analytes as collected via blood and stool samples
functional association, 
gene to go term association, 
entity to disease association, 
entity to phenotypic feature association, 
sequence association,An association between a sequence feature and a nucleic acid entity it is localized to.
genomic sequence localization,A relationship between a sequence feature and a nucleic acid entity it is localized to. The reference entity may be a chromosome  chromosome region or information entity such as a contig.
sequence feature relationship,For example  a particular exon is part of a particular transcript or gene
transcript to gene relationship,A gene is a collection of transcripts
gene to gene product relationship,A gene is transcribed and potentially translated to a gene product
exon to transcript relationship,A transcript is formed from multiple exons
chemical entity or gene or gene product regulates gene association,A regulatory relationship between two genes
anatomical entity to anatomical entity association, 
anatomical entity to anatomical entity part of association,A relationship between two anatomical entities where the relationship is mereological  i.e the two entities are related by parthood. This includes relationships between cellular components and cells  between cells and tissues  tissues and whole organisms
anatomical entity to anatomical entity ontogenic association,A relationship between two anatomical entities where the relationship is ontogenic  i.e. the two entities are related by development. A number of different relationship types can be used to specify the precise nature of the relationship.
organism taxon to entity association,An association between an organism taxon and another entity
organism taxon to organism taxon association,A relationship between two organism taxon nodes
organism taxon to organism taxon specialization,A child-parent relationship between two taxa. For example: Homo sapiens subclass_of Homo
organism taxon to organism taxon interaction,An interaction relationship between two taxa. This may be a symbiotic relationship (encompassing mutualism and parasitism)  or it may be non-symbiotic. Example: plague transmitted_by flea; cattle domesticated_by Homo sapiens; plague infects Homo sapiens
organism taxon to environment association, 
